chebi_id	wikidata_id
CHEBI:80028	Q27149173
CHEBI:80029	Q27149174
CHEBI:80030	Q27149175
CHEBI:80031	Q27149176
CHEBI:80032	Q27149179
CHEBI:80033	Q27149180
CHEBI:80034	Q27149181
CHEBI:80035	Q27149182
CHEBI:80036	Q27149183
CHEBI:80037	Q27149185
CHEBI:80038	Q27149187
CHEBI:80039	Q27149188
CHEBI:80040	Q27149189
CHEBI:80041	Q27149190
CHEBI:80042	Q27149191
CHEBI:80043	Q3277208
CHEBI:80044	Q27149193
CHEBI:80045	Q27149194
CHEBI:80046	Q27149195
CHEBI:80047	Q27149197
CHEBI:80048	Q27149199
CHEBI:80049	Q27149200
CHEBI:80050	Q27149201
CHEBI:80051	Q27149202
CHEBI:80052	Q27149203
CHEBI:80053	Q27149204
CHEBI:80054	Q27149205
CHEBI:80055	Q27149206
CHEBI:80056	Q15427977
CHEBI:80057	Q27149208
CHEBI:80058	Q27149209
CHEBI:80059	Q27149211
CHEBI:80060	Q27149212
CHEBI:80061	Q27149213
CHEBI:80062	Q27149214
CHEBI:80063	Q7144428
CHEBI:80064	Q27149216
CHEBI:80065	Q27149217
CHEBI:80066	Q27149218
CHEBI:80067	Q27149219
CHEBI:80068	Q27149220
CHEBI:80069	Q27149221
CHEBI:80070	Q27149222
CHEBI:80071	Q27149224
CHEBI:80072	Q27149225
CHEBI:80073	Q27149226
CHEBI:80074	Q27149227
CHEBI:80075	Q27149228
CHEBI:80076	Q27149229
CHEBI:80077	Q27149230
CHEBI:80078	Q27149231
CHEBI:80079	Q27149232
CHEBI:80080	Q27149233
CHEBI:80081	Q27149234
CHEBI:80082	Q27149235
CHEBI:80083	Q27149236
CHEBI:80084	Q27149237
CHEBI:80085	Q27149238
CHEBI:80086	Q25111432
CHEBI:80087	Q27149240
CHEBI:80089	Q27149241
CHEBI:80090	Q27149242
CHEBI:80091	Q27149243
CHEBI:80094	Q27149244
CHEBI:80095	Q27149245
CHEBI:80096	Q27149246
CHEBI:80097	Q27149247
CHEBI:80098	Q27149248
CHEBI:80104	Q27149249
CHEBI:80105	Q27149252
CHEBI:80106	Q27149253
CHEBI:80107	Q27149254
CHEBI:80108	Q27149255
CHEBI:80109	Q27149256
CHEBI:80117	Q27149257
CHEBI:80123	Q27149258
CHEBI:80125	Q14035814
CHEBI:80126	Q27149260
CHEBI:80127	Q66087802
CHEBI:80128	Q58310864
CHEBI:80129	Q58310855
CHEBI:80131	Q27074480
CHEBI:80132	Q66364564
CHEBI:80133	Q27149261
CHEBI:80134	Q27149262
CHEBI:80135	Q27149263
CHEBI:80137	Q66322782
CHEBI:80148	Q27149264
CHEBI:80149	Q27149266
CHEBI:80150	Q27149267
CHEBI:80152	Q27149268
CHEBI:80153	Q27149270
CHEBI:80154	Q27149271
CHEBI:80162	Q27149273
CHEBI:80164	Q27149275
CHEBI:80166	Q27149277
CHEBI:80167	Q27149279
CHEBI:80168	Q27149280
CHEBI:80169	Q27149283
CHEBI:80172	Q27149285
CHEBI:80177	Q27149288
CHEBI:80181	Q27149291
CHEBI:80182	Q27149293
CHEBI:80183	Q27149296
CHEBI:80184	Q27149299
CHEBI:80187	Q27149302
CHEBI:80188	Q27149305
CHEBI:80189	Q27149307
CHEBI:80191	Q27149311
CHEBI:80193	Q27149314
CHEBI:80194	Q27149317
CHEBI:80195	Q27149321
CHEBI:80196	Q10859788
CHEBI:80214	Q21099608
CHEBI:80215	Q27149329
CHEBI:80216	Q2824949
CHEBI:80217	Q27149334
CHEBI:80218	Q61963483
CHEBI:80220	Q27149337
CHEBI:80223	Q27149340
CHEBI:80229	Q349427
CHEBI:80230	Q27149343
CHEBI:80238	Q27089000
CHEBI:80239	Q66363059
CHEBI:80240	Q390566
CHEBI:80249	Q27088872
CHEBI:80266	Q4327722
CHEBI:80270	Q424611
CHEBI:80271	Q5572288
CHEBI:80272	Q66310298
CHEBI:80280	Q21107113
CHEBI:80309	Q25323978
CHEBI:80310	Q66366696
CHEBI:80311	Q408566
CHEBI:80316	Q905680
CHEBI:80331	Q414964
CHEBI:80332	Q419107
CHEBI:80348	Q20707037
CHEBI:80349	Q20707046
CHEBI:80353	Q27149352
CHEBI:80354	Q27149355
CHEBI:80355	Q61041494
CHEBI:80359	Q27149358
CHEBI:80364	Q27149360
CHEBI:80365	Q27149362
CHEBI:80366	Q5404453
CHEBI:80368	Q27149366
CHEBI:80369	Q27149369
CHEBI:80370	Q27149373
CHEBI:80371	Q27149376
CHEBI:80372	Q27149379
CHEBI:80373	Q27149383
CHEBI:80374	Q27149386
CHEBI:80375	Q27149389
CHEBI:80376	Q27149391
CHEBI:80377	Q27149394
CHEBI:80378	Q4645526
CHEBI:80379	Q27149397
CHEBI:80380	Q27149399
CHEBI:80381	Q27149401
CHEBI:80382	Q27149404
CHEBI:80383	Q27149406
CHEBI:80384	Q27149408
CHEBI:80385	Q27149409
CHEBI:80389	Q27149411
CHEBI:80390	Q27149413
CHEBI:80391	Q27149416
CHEBI:80392	Q27149418
CHEBI:80393	Q27149420
CHEBI:80394	Q27149422
CHEBI:80395	Q27149424
CHEBI:80396	Q27149426
CHEBI:80397	Q23055301
CHEBI:80401	Q27149429
CHEBI:80402	Q27149431
CHEBI:80405	Q27149433
CHEBI:80406	Q27149436
CHEBI:80407	Q27149437
CHEBI:80408	Q27149440
CHEBI:80409	Q27149441
CHEBI:80410	Q27149443
CHEBI:80411	Q27149445
CHEBI:80412	Q27149448
CHEBI:80413	Q27149449
CHEBI:80414	Q27149452
CHEBI:80415	Q27149453
CHEBI:80416	Q27149455
CHEBI:80417	Q27149458
CHEBI:80418	Q27149460
CHEBI:80419	Q27149462
CHEBI:80420	Q27149464
CHEBI:80421	Q27149466
CHEBI:80422	Q27149468
CHEBI:80423	Q27149470
CHEBI:80424	Q27149472
CHEBI:80425	Q27149474
CHEBI:80426	Q27149475
CHEBI:80427	Q27149477
CHEBI:80428	Q27149479
CHEBI:80429	Q27149481
CHEBI:80430	Q27149482
CHEBI:80431	Q27149483
CHEBI:80432	Q27149484
CHEBI:80433	Q27149485
CHEBI:80434	Q27149486
CHEBI:80435	Q23055392
CHEBI:80436	Q27149487
CHEBI:80438	Q23048908
CHEBI:80439	Q27149489
CHEBI:80440	Q27149490
CHEBI:80441	Q7852090
CHEBI:80443	Q27149491
CHEBI:80444	Q27149492
CHEBI:80445	Q27149493
CHEBI:80446	Q27149495
CHEBI:80447	Q27149496
CHEBI:80448	Q27149497
CHEBI:80449	Q27149498
CHEBI:80450	Q27149499
CHEBI:80451	Q27149500
CHEBI:80453	Q27149502
CHEBI:80454	Q27149504
CHEBI:80455	Q27149505
CHEBI:80456	Q27149507
CHEBI:80457	Q27149508
CHEBI:80458	Q27149509
CHEBI:80459	Q27149510
CHEBI:80460	Q27149511
CHEBI:80461	Q27149512
CHEBI:80462	Q27149513
CHEBI:80463	Q27149514
CHEBI:80464	Q5278705
CHEBI:80465	Q27149515
CHEBI:80466	Q27149517
CHEBI:80467	Q27149518
CHEBI:80468	Q27149519
CHEBI:80469	Q27149520
CHEBI:80470	Q27149521
CHEBI:80471	Q27149522
CHEBI:80472	Q419740
CHEBI:80473	Q27149524
CHEBI:80474	Q27149525
CHEBI:80475	Q27149526
CHEBI:80476	Q27149527
CHEBI:80477	Q27149528
CHEBI:80478	Q27149529
CHEBI:80479	Q27149530
CHEBI:80480	Q27149531
CHEBI:80481	Q27149532
CHEBI:80482	Q27149533
CHEBI:80483	Q27149534
CHEBI:80484	Q27149535
CHEBI:80485	Q27149536
CHEBI:80486	Q27149537
CHEBI:80487	Q27149538
CHEBI:80488	Q27149539
CHEBI:80489	Q27149540
CHEBI:80490	Q27149541
CHEBI:80491	Q27149542
CHEBI:80492	Q27149544
CHEBI:80493	Q27149545
CHEBI:80494	Q27149546
CHEBI:80495	Q410066
CHEBI:80496	Q27149547
CHEBI:80497	Q5102985
CHEBI:80498	Q27149548
CHEBI:80499	Q27149549
CHEBI:80501	Q21057316
CHEBI:80502	Q10859673
CHEBI:80502	Q55135137
CHEBI:80504	Q27286584
CHEBI:80507	Q2182744
CHEBI:80508	Q27149550
CHEBI:80509	Q27149551
CHEBI:80511	Q27149552
CHEBI:80512	Q27149553
CHEBI:80513	Q27149554
CHEBI:80514	Q27149555
CHEBI:80515	Q27149556
CHEBI:80516	Q27149558
CHEBI:80517	Q27149560
CHEBI:80518	Q27149561
CHEBI:80519	Q27149563
CHEBI:80520	Q27149564
CHEBI:80521	Q27149565
CHEBI:80522	Q27149567
CHEBI:80523	Q27149568
CHEBI:80524	Q27149569
CHEBI:80525	Q27149570
CHEBI:80526	Q27149571
CHEBI:80528	Q27149572
CHEBI:80529	Q27149573
CHEBI:80530	Q27149574
CHEBI:80531	Q27149575
CHEBI:80532	Q27149576
CHEBI:80533	Q27149577
CHEBI:80534	Q27149579
CHEBI:80535	Q27149580
CHEBI:80536	Q27149581
CHEBI:80537	Q27149583
CHEBI:80538	Q27149584
CHEBI:80539	Q27149585
CHEBI:80540	Q27149586
CHEBI:80541	Q27149587
CHEBI:80544	Q27149588
CHEBI:80545	Q27149589
CHEBI:80546	Q27149590
CHEBI:80548	Q27149591
CHEBI:80549	Q27149592
CHEBI:80550	Q27149593
CHEBI:80551	Q27149594
CHEBI:80552	Q27149595
CHEBI:80553	Q27149596
CHEBI:80554	Q27149597
CHEBI:80555	Q27149598
CHEBI:80556	Q27149599
CHEBI:80557	Q26998327
CHEBI:80558	Q27149602
CHEBI:80559	Q27149603
CHEBI:80560	Q27149604
CHEBI:80561	Q27149605
CHEBI:80562	Q27149606
CHEBI:80563	Q27149607
CHEBI:80564	Q27149608
CHEBI:80565	Q27149609
CHEBI:80566	Q27149611
CHEBI:80567	Q26998316
CHEBI:80568	Q27149612
CHEBI:80569	Q27149613
CHEBI:80570	Q27149614
CHEBI:80571	Q27149615
CHEBI:80572	Q27149616
CHEBI:80573	Q27149617
CHEBI:80574	Q27149618
CHEBI:80575	Q27149619
CHEBI:80576	Q27149620
CHEBI:80577	Q27149621
CHEBI:80578	Q27149622
CHEBI:80579	Q4327388
CHEBI:80580	Q5140137
CHEBI:80581	Q4303469
CHEBI:80582	Q27149623
CHEBI:80583	Q27149624
CHEBI:80584	Q27149625
CHEBI:80585	Q27149627
CHEBI:80586	Q27149628
CHEBI:80587	Q27149629
CHEBI:80588	Q27149630
CHEBI:80589	Q27149631
CHEBI:80590	Q27149632
CHEBI:80591	Q27149633
CHEBI:80592	Q27149634
CHEBI:80593	Q27149635
CHEBI:80594	Q27149637
CHEBI:80595	Q27149639
CHEBI:80596	Q27149640
CHEBI:80597	Q27149641
CHEBI:80598	Q27149642
CHEBI:80599	Q27149643
CHEBI:80600	Q27149644
CHEBI:80601	Q27149645
CHEBI:80602	Q27149646
CHEBI:80603	Q5264610
CHEBI:80604	Q27149648
CHEBI:80605	Q27149651
CHEBI:80606	Q27149652
CHEBI:80607	Q27149653
CHEBI:80608	Q27149654
CHEBI:80609	Q27149655
CHEBI:80610	Q27149656
CHEBI:80611	Q27149657
CHEBI:80612	Q27149658
CHEBI:80613	Q27149660
CHEBI:80614	Q27149661
CHEBI:80615	Q27149662
CHEBI:80616	Q27149664
CHEBI:80617	Q27149665
CHEBI:80618	Q27149666
CHEBI:80619	Q27149667
CHEBI:80620	Q27149668
CHEBI:80621	Q27149669
CHEBI:80622	Q27149670
CHEBI:80623	Q27149671
CHEBI:80624	Q27149672
CHEBI:80625	Q27149673
CHEBI:80626	Q27149674
CHEBI:80627	Q27149675
CHEBI:80629	Q27149676
CHEBI:80630	Q412197
CHEBI:80631	Q4303467
CHEBI:80631	Q65707098
CHEBI:80632	Q27149677
CHEBI:80633	Q27149679
CHEBI:80634	Q27149680
CHEBI:80635	Q27149681
CHEBI:80636	Q27149682
CHEBI:80637	Q27149684
CHEBI:80638	Q27149687
CHEBI:80639	Q27149689
CHEBI:80640	Q27149690
CHEBI:80641	Q27149691
CHEBI:80642	Q27149692
CHEBI:80643	Q27149693
CHEBI:80644	Q27149694
CHEBI:80645	Q23688137
CHEBI:80646	Q27149696
CHEBI:80647	Q27149697
CHEBI:80648	Q27149698
CHEBI:80651	Q27149699
CHEBI:80653	Q27149700
CHEBI:80654	Q27149701
CHEBI:80656	Q27074387
CHEBI:80657	Q27149702
CHEBI:80658	Q27149703
CHEBI:80662	Q27149704
CHEBI:80663	Q27149705
CHEBI:80664	Q27149706
CHEBI:80665	Q27149707
CHEBI:80666	Q27149708
CHEBI:80667	Q27149709
CHEBI:80668	Q27149710
CHEBI:80669	Q15410279
CHEBI:80671	Q27149713
CHEBI:80672	Q27149714
CHEBI:80673	Q27149715
CHEBI:80674	Q27149716
CHEBI:80675	Q27149717
CHEBI:80676	Q27149718
CHEBI:80677	Q27149720
CHEBI:80678	Q27149721
CHEBI:80679	Q27149722
CHEBI:80680	Q26840801
CHEBI:80682	Q27149723
CHEBI:80683	Q27149724
CHEBI:80684	Q27149725
CHEBI:80685	Q27149726
CHEBI:80686	Q27149728
CHEBI:80687	Q27149729
CHEBI:80688	Q27149730
CHEBI:80695	Q27149731
CHEBI:80698	Q27149732
CHEBI:80699	Q27149733
CHEBI:80700	Q2920456
CHEBI:80701	Q27149734
CHEBI:80702	Q27149735
CHEBI:80703	Q27149737
CHEBI:80704	Q15633961
CHEBI:80705	Q26841280
CHEBI:80706	Q27094976
CHEBI:80707	Q27149741
CHEBI:80708	Q338762
CHEBI:80709	Q27149743
CHEBI:80710	Q27149744
CHEBI:80711	Q2110317
CHEBI:80711	Q27149746
CHEBI:80712	Q27149748
CHEBI:80713	Q27149750
CHEBI:80714	Q15426986
CHEBI:80715	Q27149752
CHEBI:80716	Q618730
CHEBI:80717	Q27149756
CHEBI:80718	Q27149758
CHEBI:80719	Q27149760
CHEBI:80720	Q27149762
CHEBI:80721	Q27149763
CHEBI:80722	Q4427689
CHEBI:80723	Q27149767
CHEBI:80724	Q27149769
CHEBI:80725	Q27149773
CHEBI:80726	Q27149776
CHEBI:80727	Q27149778
CHEBI:80728	Q27149780
CHEBI:80729	Q753328
CHEBI:80730	Q5172198
CHEBI:80731	Q4993812
CHEBI:80732	Q6635340
CHEBI:80733	Q27149783
CHEBI:80734	Q27149784
CHEBI:80735	Q27149786
CHEBI:80736	Q27149788
CHEBI:80737	Q27149790
CHEBI:80738	Q27149792
CHEBI:80739	Q27149793
CHEBI:80740	Q27149794
CHEBI:80741	Q5176191
CHEBI:80742	Q415772
CHEBI:80743	Q424775
CHEBI:80744	Q27149797
CHEBI:80745	Q27149798
CHEBI:80746	Q27149799
CHEBI:80747	Q27149800
CHEBI:80748	Q27149801
CHEBI:80749	Q27149802
CHEBI:80750	Q27095723
CHEBI:80751	Q27887228
CHEBI:80752	Q27149805
CHEBI:80753	Q27149806
CHEBI:80754	Q27149807
CHEBI:80755	Q27149808
CHEBI:80756	Q27149809
CHEBI:80758	Q27149810
CHEBI:80761	Q27149813
CHEBI:80762	Q4864618
CHEBI:80763	Q27149814
CHEBI:80764	Q27149815
CHEBI:80765	Q15427852
CHEBI:80766	Q27149816
CHEBI:80767	Q27149817
CHEBI:80768	Q27149818
CHEBI:80769	Q27149819
CHEBI:80770	Q27149820
CHEBI:80771	Q27149821
CHEBI:80772	Q27149822
CHEBI:80773	Q27149823
CHEBI:80774	Q7688907
CHEBI:80775	Q27149824
CHEBI:80776	Q27149825
CHEBI:80777	Q27149826
CHEBI:80778	Q27149827
CHEBI:80779	Q27149828
CHEBI:80780	Q27149829
CHEBI:80781	Q27149830
CHEBI:80782	Q5023018
CHEBI:80783	Q27149831
CHEBI:80784	Q27149832
CHEBI:80785	Q27149833
CHEBI:80786	Q27149834
CHEBI:80787	Q19903288
CHEBI:80788	Q12470088
CHEBI:80789	Q27149835
CHEBI:80790	Q3334749
CHEBI:80791	Q416699
CHEBI:80792	Q27149837
CHEBI:80793	Q4787606
CHEBI:80794	Q27149838
CHEBI:80795	Q27149839
CHEBI:80796	Q27149840
CHEBI:80797	Q27149841
CHEBI:80798	Q248891
CHEBI:80799	Q5760807
CHEBI:80800	Q27149843
CHEBI:80801	Q27149844
CHEBI:80802	Q27149845
CHEBI:80803	Q27149846
CHEBI:80804	Q27149847
CHEBI:80805	Q5121070
CHEBI:80806	Q27149848
CHEBI:80807	Q27149850
CHEBI:80808	Q27149851
CHEBI:80809	Q27149852
CHEBI:80810	Q419193
CHEBI:80811	Q27149853
CHEBI:80812	Q15410911
CHEBI:80813	Q27149854
CHEBI:80814	Q27149856
CHEBI:80815	Q27149858
CHEBI:80816	Q27149859
CHEBI:80817	Q27149860
CHEBI:80818	Q27149861
CHEBI:80819	Q27149862
CHEBI:80820	Q27149863
CHEBI:80821	Q27149864
CHEBI:80822	Q27149865
CHEBI:80823	Q27149866
CHEBI:80824	Q27149867
CHEBI:80825	Q27149868
CHEBI:80826	Q27149869
CHEBI:80827	Q27149870
CHEBI:80828	Q5526833
CHEBI:80829	Q27149871
CHEBI:80830	Q15410959
CHEBI:80831	Q27149873
CHEBI:80832	Q27149874
CHEBI:80833	Q27149875
CHEBI:80834	Q15634135
CHEBI:80835	Q27149876
CHEBI:80836	Q27149877
CHEBI:80837	Q27149878
CHEBI:80838	Q27149879
CHEBI:80839	Q27151336
CHEBI:80840	Q27151338
CHEBI:80841	Q27151339
CHEBI:80842	Q27151340
CHEBI:80843	Q410290
CHEBI:80844	Q27151341
CHEBI:80845	Q3242316
CHEBI:80846	Q27151342
CHEBI:80847	Q988591
CHEBI:80848	Q27151343
CHEBI:80849	Q27151344
CHEBI:80850	Q27151345
CHEBI:80851	Q27151346
CHEBI:80852	Q27151347
CHEBI:80853	Q27151348
CHEBI:80854	Q27151349
CHEBI:80855	Q27151350
CHEBI:80856	Q27151351
CHEBI:80857	Q27151352
CHEBI:80859	Q27151361
CHEBI:80860	Q27151362
CHEBI:80861	Q27151363
CHEBI:80862	Q1216354
CHEBI:80863	Q27151364
CHEBI:80864	Q27151365
CHEBI:80865	Q27151366
CHEBI:80868	Q27151367
CHEBI:80871	Q27151368
CHEBI:80872	Q27151369
CHEBI:80873	Q27151372
CHEBI:80874	Q27151373
CHEBI:80875	Q27151374
CHEBI:80876	Q27151375
CHEBI:80877	Q27151376
CHEBI:80878	Q27151378
CHEBI:80879	Q27151379
CHEBI:80880	Q27151380
CHEBI:80881	Q27151381
CHEBI:80882	Q27151382
CHEBI:80883	Q27151383
CHEBI:80885	Q21099637
CHEBI:80886	Q7181238
CHEBI:80887	Q3742334
CHEBI:80888	Q27151384
CHEBI:80889	Q27151385
CHEBI:80890	Q27151386
CHEBI:80891	Q27151387
CHEBI:80892	Q27151388
CHEBI:80893	Q27151390
CHEBI:80894	Q27151391
CHEBI:80895	Q27151393
CHEBI:80896	Q27151394
CHEBI:80897	Q27151395
CHEBI:80898	Q27151396
CHEBI:80899	Q27151397
CHEBI:80900	Q27151398
CHEBI:80901	Q27151399
CHEBI:80902	Q27151400
CHEBI:80903	Q27151401
CHEBI:80904	Q27151402
CHEBI:80905	Q27151403
CHEBI:80906	Q27151405
CHEBI:80907	Q27151406
CHEBI:80908	Q27151407
CHEBI:80909	Q27151408
CHEBI:80910	Q27151410
CHEBI:80911	Q27151411
CHEBI:80912	Q27151412
CHEBI:80913	Q27151413
CHEBI:80914	Q5180360
CHEBI:80915	Q27151415
CHEBI:80916	Q27151416
CHEBI:80917	Q27151418
CHEBI:80918	Q27151419
CHEBI:80919	Q27151420
CHEBI:80920	Q2839529
CHEBI:80921	Q27151421
CHEBI:80922	Q27151422
CHEBI:80923	Q27151423
CHEBI:80924	Q27151424
CHEBI:80925	Q27151425
CHEBI:80926	Q27151426
CHEBI:80927	Q27151427
CHEBI:80928	Q27151428
CHEBI:80929	Q27151429
CHEBI:80930	Q27151430
CHEBI:80931	Q27151431
CHEBI:80932	Q27151432
CHEBI:80933	Q27151433
CHEBI:80934	Q27151435
CHEBI:80935	Q27151436
CHEBI:80936	Q27154909
CHEBI:80937	Q27154910
CHEBI:80938	Q27154911
CHEBI:80939	Q27154912
CHEBI:80940	Q27154913
CHEBI:80941	Q27154914
CHEBI:80942	Q27154915
CHEBI:80943	Q27154916
CHEBI:80944	Q23418844
CHEBI:80945	Q27154917
CHEBI:80946	Q18349104
CHEBI:80947	Q27154918
CHEBI:80948	Q27154919
CHEBI:80949	Q27154920
CHEBI:80950	Q27154921
CHEBI:80951	Q27154922
CHEBI:80952	Q27154923
CHEBI:80953	Q27154924
CHEBI:80954	Q15424768
CHEBI:80955	Q27154925
CHEBI:80956	Q27154926
CHEBI:80957	Q27154927
CHEBI:80959	Q27154928
CHEBI:80961	Q21099641
CHEBI:80963	Q27154930
CHEBI:80964	Q27154931
CHEBI:80965	Q27154933
CHEBI:80966	Q27154934
CHEBI:80967	Q27154935
CHEBI:80968	Q27154936
CHEBI:80969	Q27154937
CHEBI:80970	Q27154938
CHEBI:80971	Q27154939
CHEBI:80972	Q27154940
CHEBI:80973	Q27154941
CHEBI:80974	Q27154942
CHEBI:80975	Q27154943
CHEBI:80976	Q27154944
CHEBI:80977	Q27154945
CHEBI:80978	Q27154946
CHEBI:80979	Q27154947
CHEBI:80980	Q27154948
CHEBI:80981	Q27154949
CHEBI:80982	Q27154951
CHEBI:80983	Q27154952
CHEBI:80984	Q27154953
CHEBI:80985	Q27154954
CHEBI:80986	Q27154955
CHEBI:80987	Q27154956
CHEBI:80988	Q27154957
CHEBI:80989	Q27154958
CHEBI:80990	Q27154959
CHEBI:80998	Q27154960
CHEBI:80999	Q27154961
CHEBI:81000	Q27154963
CHEBI:81001	Q27154964
CHEBI:81002	Q27154965
CHEBI:81003	Q27154966
CHEBI:81004	Q27154967
CHEBI:81005	Q27076049
CHEBI:81010	Q27154969
CHEBI:81011	Q27154970
CHEBI:81012	Q27154971
CHEBI:81013	Q27154972
CHEBI:81014	Q27154973
CHEBI:81015	Q27154974
CHEBI:81017	Q27154976
CHEBI:81018	Q27154977
CHEBI:81019	Q27154978
CHEBI:81020	Q4981302
CHEBI:81021	Q27154979
CHEBI:81022	Q27154980
CHEBI:81023	Q27154981
CHEBI:81024	Q27154982
CHEBI:81025	Q27154983
CHEBI:81026	Q27154984
CHEBI:81027	Q27154985
CHEBI:81028	Q27154987
CHEBI:81029	Q27154988
CHEBI:81030	Q27154989
CHEBI:81031	Q27154990
CHEBI:81032	Q27154991
CHEBI:81033	Q27154992
CHEBI:81034	Q27154993
CHEBI:81035	Q27154994
CHEBI:81036	Q27154995
CHEBI:81037	Q27154996
CHEBI:81038	Q27154997
CHEBI:81039	Q27155000
CHEBI:81040	Q27155001
CHEBI:81041	Q27155002
CHEBI:81042	Q27155003
CHEBI:81043	Q27155004
CHEBI:81044	Q27155005
CHEBI:81045	Q407879
CHEBI:81046	Q27155006
CHEBI:81048	Q836793
CHEBI:81049	Q27155007
CHEBI:81050	Q27155008
CHEBI:81051	Q15410908
CHEBI:81052	Q27155009
CHEBI:81053	Q27155010
CHEBI:81054	Q3388148
CHEBI:81055	Q408464
CHEBI:81056	Q27155011
CHEBI:81057	Q27155012
CHEBI:81058	Q27155013
CHEBI:81059	Q27155015
CHEBI:81060	Q27155016
CHEBI:81061	Q27155017
CHEBI:81062	Q27155018
CHEBI:81063	Q27155019
CHEBI:81064	Q27155021
CHEBI:81065	Q27155022
CHEBI:81066	Q427956
CHEBI:81067	Q27155023
CHEBI:81068	Q27155024
CHEBI:81069	Q27155025
CHEBI:81070	Q27155026
CHEBI:81071	Q27155028
CHEBI:81072	Q27155029
CHEBI:81073	Q27155030
CHEBI:81074	Q27155031
CHEBI:81075	Q27155032
CHEBI:81076	Q27155033
CHEBI:81077	Q27155034
CHEBI:81078	Q27155035
CHEBI:81079	Q15410930
CHEBI:81080	Q27155037
CHEBI:81081	Q27155038
CHEBI:81082	Q27155040
CHEBI:81083	Q27155041
CHEBI:81084	Q27155042
CHEBI:81086	Q27155044
CHEBI:81090	Q27155046
CHEBI:81091	Q27155047
CHEBI:81092	Q27155048
CHEBI:81093	Q27155049
CHEBI:81094	Q27155050
CHEBI:81095	Q27155051
CHEBI:81097	Q27155052
CHEBI:81098	Q27155053
CHEBI:81099	Q27155054
CHEBI:81100	Q27155056
CHEBI:81101	Q27155057
CHEBI:81102	Q27155058
CHEBI:81103	Q27155059
CHEBI:81104	Q27155060
CHEBI:81105	Q27155061
CHEBI:81106	Q27155062
CHEBI:81107	Q15425305
CHEBI:81108	Q27155063
CHEBI:81109	Q27155064
CHEBI:81110	Q27155066
CHEBI:81111	Q27155067
CHEBI:81112	Q27155068
CHEBI:81113	Q27155069
CHEBI:81114	Q27155070
CHEBI:81115	Q27155071
CHEBI:81116	Q27155072
CHEBI:81117	Q27155073
CHEBI:81118	Q27155074
CHEBI:81119	Q27155075
CHEBI:81120	Q27155076
CHEBI:81121	Q15426264
CHEBI:81122	Q27155078
CHEBI:81123	Q27155079
CHEBI:81124	Q27155080
CHEBI:81125	Q27155082
CHEBI:81126	Q27155083
CHEBI:81127	Q27155085
CHEBI:81128	Q27155086
CHEBI:81129	Q27155087
CHEBI:81130	Q27155088
CHEBI:81131	Q15410914
CHEBI:81132	Q27155090
CHEBI:81133	Q27155091
CHEBI:81134	Q27155092
CHEBI:81135	Q754392
CHEBI:81136	Q27155093
CHEBI:81137	Q27155094
CHEBI:81138	Q27155095
CHEBI:81139	Q27155096
CHEBI:81140	Q27155097
CHEBI:81141	Q27155098
CHEBI:81142	Q27155099
CHEBI:81143	Q27155100
CHEBI:81144	Q27155101
CHEBI:81147	Q27155102
CHEBI:81148	Q27155103
CHEBI:81149	Q27155104
CHEBI:81150	Q27155105
CHEBI:81151	Q27155106
CHEBI:81152	Q27155107
CHEBI:81153	Q27155108
CHEBI:81154	Q27155109
CHEBI:81155	Q27155110
CHEBI:81156	Q27155111
CHEBI:81157	Q27155112
CHEBI:81158	Q27155113
CHEBI:81159	Q27155114
CHEBI:81160	Q27155115
CHEBI:81161	Q27155116
CHEBI:81162	Q27155117
CHEBI:81163	Q27155118
CHEBI:81164	Q27155119
CHEBI:81165	Q27155120
CHEBI:81166	Q27155121
CHEBI:81167	Q27155122
CHEBI:81168	Q27155123
CHEBI:81169	Q27155124
CHEBI:81170	Q27155125
CHEBI:81171	Q27155126
CHEBI:81172	Q27155127
CHEBI:81173	Q27155128
CHEBI:81174	Q27155129
CHEBI:81175	Q27155130
CHEBI:81180	Q27155131
CHEBI:81186	Q27155132
CHEBI:81187	Q27155133
CHEBI:81188	Q27155134
CHEBI:81189	Q27155135
CHEBI:81190	Q27155136
CHEBI:81192	Q27155137
CHEBI:81193	Q27155138
CHEBI:81194	Q27155139
CHEBI:81195	Q27155140
CHEBI:81196	Q27155142
CHEBI:81197	Q27155143
CHEBI:81198	Q27155144
CHEBI:81200	Q27155145
CHEBI:81201	Q27155146
CHEBI:81202	Q27155147
CHEBI:81203	Q27155148
CHEBI:81204	Q27155149
CHEBI:81205	Q27155150
CHEBI:81206	Q27155151
CHEBI:81207	Q27155152
CHEBI:81208	Q27155153
CHEBI:81209	Q27155154
CHEBI:81210	Q27155155
CHEBI:81211	Q27155156
CHEBI:81212	Q27155157
CHEBI:81213	Q27155158
CHEBI:81214	Q27155160
CHEBI:81215	Q27155161
CHEBI:81216	Q27155162
CHEBI:81217	Q27155163
CHEBI:81218	Q27155164
CHEBI:81219	Q27155165
CHEBI:81220	Q27155166
CHEBI:81221	Q27155167
CHEBI:81222	Q27155168
CHEBI:81223	Q27155169
CHEBI:81224	Q5277331
CHEBI:81225	Q5383801
CHEBI:81226	Q27155170
CHEBI:81227	Q23048725
CHEBI:81228	Q23048736
CHEBI:81229	Q27155171
CHEBI:81231	Q27155172
CHEBI:81232	Q27155173
CHEBI:81233	Q27155174
CHEBI:81234	Q27155175
